Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
成语,chéngyǔ,Chinese set expression; often made up of 4 characters or two couplets of 4 characters each; often alluding to a story or historical quotation; idiom; proverb; saying; adage; set expression; CL:條|条[tiáo];本[běn];句[jù],thành ngữ,thành ngữ,学习成语。Học thành ngữ.
成长,chéngzhǎng,to mature; to grow; growth,thành trưởng,trưởng thành/lớn lên,快乐成长。Lớn lên vui vẻ.
诚恳,chéngkěn,sincere; honest; cordial,thành khẩn,thành khẩn,态度诚恳。Thái độ thành khẩn.
诚实,chéngshí,honest; honesty; honorable; truthful,thành thực,thành thật/chân thật,他很诚实。Anh ấy rất thành thật.
城市,chéngshì,city; town; CL:座[zuò],thành thị,thành phố,北京是大城市。Bắc Kinh là thành phố lớn.
吃,chī,to eat; to have one's meal; to eradicate; to destroy; to absorb; to suffer; to exhaust,xích,ăn,我吃米饭。Tôi ăn cơm.
吃惊,chījīng,to be startled; to be shocked; to be amazed,xích kinh,ngạc nhiên/giật mình,我很吃惊。Tôi rất ngạc nhiên.
吃亏,chīkuī,to suffer losses; to come to grief; to lose out; to get the worst of it; to be at a disadvantage; unfortunately,khất khuy,chịu thiệt/thua thiệt,不吃亏。Không thua thiệt.
迟到,chídào,to arrive late,trì đáo,đến muộn,我今天迟到了。Hôm nay tôi đến muộn.
持续,chíxù,to continue; to persist; sustainable; preservation,trì tục,tiếp tục/kéo dài,持续发展。Tiếp tục phát triển.
池子,chízi,pond; CL:個|个[gè],trì tử,ao/bể,游泳池子。Bể bơi.
尺子,chǐzi,rule; ruler (measuring instrument); CL:把[bǎ],xích tử,thước kẻ,用尺子。Dùng thước.
翅膀,chìbǎng,wing; CL:個|个[gè];對|对[duì],sí bảng,cánh,鸟的翅膀。Cánh chim.
冲,chōng,(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with,xung,xối/rửa/về phía,冲水。Xối nước.
充电器,chōngdiànqì,battery charger,sung điện khí,bộ sạc pin,手机充电器。Bộ sạc điện thoại.
充分,chōngfèn,full; abundant,sung phân,đầy đủ/thỏa đáng,时间充分。Thời gian đầy đủ.
充满,chōngmǎn,full of; brimming with; very full; permeated,sung mãn,tràn đầy/đầy,充满信心。Tràn đầy tự tin.
重复,chóngfù,to repeat; to duplicate; CL:個|个[gè],trùng phục,lặp lại,不要重复。Đừng lặp lại.
重新,chóngxīn,again; once more; re-,trùng tân,lại/làm lại,重新开始。Bắt đầu lại.
宠物,chǒngwù,house pet,sủng vật,thú cưng,养宠物。Nuôi thú cưng.
抽屉,chōutì,drawer,trừu thế,ngăn kéo,打开抽屉。Mở ngăn kéo.
抽象,chōuxiàng,abstract,trừu tượng,trừu tượng,抽象画。Tranh trừu tượng.
抽烟,chōuyān,to smoke (a cigarette; tobacco),trừu yên,hút thuốc,他在抽烟。Anh ấy đang hút thuốc.
丑,chǒu,clown; surname Chou; 2nd earthly branch: 1-3 a.m.; 12th solar month (6th January to 3rd February); year of the Ox,xú,xấu xí,长得丑。Trông xấu.
臭,chòu,stench; stink; smelly; to smell (bad),xú,hôi thối,臭味。Mùi hôi.
出,chū,to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; classifier for dramas; plays; operas etc,xuất,ra ngoài,他出去了。Anh ấy ra ngoài rồi.
出版,chūbǎn,to publish; to come off the press; to put out,xuất bản,xuất bản,出版书籍。Xuất bản sách.
出差,chūchāi,to go on an official or business trip,xuất sai,đi công tác,我要出差。Tôi phải đi công tác.
出发,chūfā,to start out; to set off,xuất phát,xuất phát,我们出发吧。Chúng ta xuất phát thôi.
出口,chūkǒu,an exit; CL:個|个[gè]; to speak; to export; (of a ship) to leave port,xuất khẩu,lối ra/xuất khẩu,安全出口。Lối ra an toàn.
出色,chūsè,remarkable; outstanding,xuất sắc,xuất sắc,表现出色。Biểu hiện xuất sắc.
出生,chūshēng,to be born,xuất sinh,sinh ra,我出生在河内。Tôi sinh ở Hà Nội.
出席,chūxí,to attend; to participate; present,xuất tịch,tham dự/có mặt,出席会议。Tham dự hội nghị.
出现,chūxiàn,to appear; to arise; to emerge; to show up,xuất hiện,xuất hiện,问题出现了。Vấn đề xuất hiện rồi.
出租车,chūzūchē,taxi,xuất tô xa,xe taxi,我们坐出租车去。Chúng tôi đi taxi.
初级,chūjí,junior; primary,sơ cấp,sơ cấp/cơ bản,初级阶段。Giai đoạn sơ cấp.
除,chú,to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including,trừ,trừ bỏ/ngoại trừ,除了他。Ngoại trừ anh ấy.
除非,chúfēi,only if (...; or otherwise; ...); only when; only in the case that; unless,trừ phi,trừ phi/trừ khi,除非你去。Trừ phi anh đi.
除了,chúle,besides; apart from (... also...); in addition to; except (for),trừ liễu,ngoài/trừ,除了我，大家都去了。Ngoài tôi ra
除夕,chúxī,(New Year's) Eve,trừ tịch,đêm giao thừa,除夕夜。Đêm giao thừa.
厨房,chúfáng,kitchen; CL:間|间[jiān],trù phòng,nhà bếp,妈妈在厨房做饭。Mẹ ở nhà bếp nấu cơm.
处理,chǔlǐ,to handle; to treat; to deal with; to process; CL:個|个[gè],xử lý,xử lý,处理问题。Xử lý vấn đề.
穿,chuān,to bore through; pierce; perforate; penetrate; pass through; to dress; to wear; to put on; to thread,xuyên,mặc,我穿新衣服。Tôi mặc đồ mới.
船,chuán,a boat; vessel; ship; CL:條|条[tiáo];艘[sōu];隻|只[zhī],thuyền,thuyền,坐船。Đi thuyền.
传播,chuánbō,to disseminate; to propagate; to spread,truyền bá,truyền bá/lan truyền,传播知识。Truyền bá tri thức.
传递,chuándì,to transmit; to pass on to sb else,truyền đệ,truyền đạt/chuyển giao,传递信息。Truyền tải thông tin.
传染,chuánrǎn,to infect; contagious,truyền nhiễm,lây nhiễm,传染病。Bệnh truyền nhiễm.
传说,chuánshuō,legend; folklore; tradition; it is said; they say that...,truyền thuyết,truyền thuyết,民间传说。Truyền thuyết dân gian.
传统,chuántǒng,tradition; traditional; convention; conventional; CL:個|个[gè],truyền thống,truyền thống,传统文化。Văn hoá truyền thống.
传真,chuánzhēn,fax; facsimile,truyền chân,fax,发传真。Gửi fax.
窗户,chuānghù,window; CL:個|个[gè];扇[shàn],song hộ,cửa sổ,开窗户。Mở cửa sổ.
窗帘,chuānglián,window curtains,song liêm,rèm cửa,拉窗帘。Kéo rèm cửa.
闯,chuǎng,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships),sang,xông vào/ló mặt,闯进去。Xông vào.
创造,chuàngzào,to create; to bring about; to produce; CL:個|个[gè],sáng tạo,sáng tạo/tạo ra,创造机会。Tạo ra cơ hội.
吹,chuī,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through,xuy,thổi,吹风。Thổi gió.
春,chūn,spring (time); gay; joyful; youthful; love; lust; life,xuân,xuân/mùa xuân,春天到了。Mùa xuân đến rồi.
磁带,cídài,magnetic tape; CL:盤|盘[pán];盒[hé],từ đới,băng từ,录音磁带。Băng từ ghi âm.
词典,cídiǎn,dictionary (of Chinese compound words); also written 辭典|辞典[cí diǎn]; CL:部[bù];本[běn],từ điển,từ điển,查词典。Tra từ điển.
词语,cíyǔ,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,từ ngữ,từ ngữ,学习新词语。Học từ ngữ mới.
辞职,cízhí,to resign,từ chức,từ chức,决定辞职。Quyết định từ chức.
此外,cǐwài,besides; in addition; moreover; furthermore,thử ngoại,ngoài ra,此外还有。Ngoài ra còn có.
次,cì,next in sequence; second; the second (day; time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time,thứ,lần,我去过两次。Tôi đã đi hai lần.
次要,cìyào,secondary,thứ yếu,thứ yếu,次要问题。Vấn đề thứ yếu.
刺激,cìjī,to provoke; to irritate; to upset; to stimulate; to excite; irritant,thích kích,kích thích,刺激经济。Kích thích kinh tế.
匆忙,cōngmáng,hasty; hurried,sung mang,vội vàng/gấp gáp,很匆忙。Rất vội vàng.
聪明,cōngmíng,acute (of sight and hearing); clever; intelligent; bright; smart,thông minh,thông minh,她很聪明。Cô ấy rất thông minh.
从,cóng,from; via; passing through; through,tòng,từ,从这儿到学校很近。Từ đây đến trường rất gần.
从此,cóngcǐ,from now on; since then; henceforth,tòng thử,từ đó/từ nay,从此以后。Từ đó trở đi.
从而,cóngér,thus; thereby,tòng nhi,do đó/từ đó,从而得出。Do đó suy ra.
从来,cónglái,always; at all times; never (if used in negative sentence),tùng lai,từng/chưa bao giờ,我从来不迟到。Tôi chưa bao giờ đến muộn.
从前,cóngqián,previously; formerly; once upon a time,tòng tiền,trước đây/ngày xưa,从前有。Ngày xưa có.
从事,cóngshì,to go for; to engage in; to undertake; to deal with; to handle; to do,tòng sự,tham gia/làm,从事工作。Làm công việc.
粗心,cūxīn,careless; thoughtless,thô tâm,bất cẩn/sơ ý,他很粗心。Anh ấy rất bất cẩn.
醋,cù,vinegar,thố,giấm,吃醋。Ăn giấm (ghen).
促进,cùjìn,to promote (an idea or cause); to advance; boost,xúc tiến,thúc đẩy,促进发展。Thúc đẩy phát triển.
促使,cùshǐ,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development),xúc sử,thúc giục/thúc đẩy,促使改变。Thúc đẩy thay đổi.
催,cuī,to urge; to press; to prompt; to rush sb; to hasten sth; to expedite,thôi,thúc giục,催他快点。Thúc anh ấy nhanh lên.
存,cún,exist; deposit; store; keep; survive,tồn,tồn tại/để,存钱。Để dành tiền.
存在,cúnzài,to exist; to be,tồn tại,tồn tại,存在问题。Tồn tại vấn đề.
错,cuò,mistake; error; blunder; fault; cross; uneven; wrong; CL:個|个[gè],thác,sai,你错了。Bạn sai rồi.
错误,cuòwù,error; mistake; mistaken; CL:個|个[gè],thác ngộ,lỗi/sai lầm,犯错误。Mắc lỗi.
措施,cuòshī,measure; step (to be taken); CL:個|个[gè],thố thi,biện pháp,采取措施。Áp dụng biện pháp.
答应,dāyìng,to promise; to agree; to reply; to respond,đáp ứng,đồng ý/hứa,答应他。Đồng ý với anh ấy.
答案,dáàn,answer; solution; CL:個|个[gè],đáp án,đáp án/câu trả lời,正确的答案。Đáp án đúng.
达到,dádào,to reach; to achieve; to attain,đạt đáo,đạt đến,达到目标。Đạt mục tiêu.
打扮,dǎbàn,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress,đả bạn,trang điểm/ăn mặc,她打扮得很漂亮。Cô ấy trang điểm rất đẹp.
打电话,dǎdiànhuà,to make a telephone call,đả điện thoại,gọi điện,我给你打电话。Tôi gọi điện cho bạn.
打工,dǎgōng,to work (do manual labor for a living); a part time job; to moonlight,đả công,làm công nhật,出去打工。Ra ngoài làm công.
打交道,dǎjiāodào,to come into contact with; to have dealings,đả giao đạo,giao du/tiếp xúc,打交道。Giao du.
打篮球,dǎlánqiú,play basketball,đả lam cầu,chơi bóng rổ,我会打篮球。Tôi biết chơi bóng rổ.
打喷嚏,dǎpēntì,to sneeze,đả phẩn thế,hắt hơi,打喷嚏了。Hắt hơi rồi.
打扰,dǎrǎo,to disturb; to bother; to trouble,đả nhiễu,làm phiền,打扰一下。Xin làm phiền.
打扫,dǎsǎo,to clean; to sweep,đả tảo,dọn dẹp,我打扫房间。Tôi dọn dẹp phòng.
打算,dǎsuàn,to plan; to intend; to calculate; plan; intention; calculation; CL:個|个[gè],đả toán,dự định/định,你打算去哪儿？Bạn định đi đâu?
打听,dǎtīng,to ask about; to inquire about,đả thính,hỏi thăm/dò hỏi,打听消息。Dò hỏi tin tức.
打印,dǎyìn,to print; to seal; to stamp,đả ấn,in,打印文件。In tài liệu.
打招呼,dǎzhāohū,to greet sb by word or action; to give prior notice,đả chiêu hô,chào hỏi,打个招呼。Chào hỏi.
打折,dǎzhé,to give a discount,đả chiết,giảm giá,打八折。Giảm 20%.
打针,dǎzhēn,to give or have an injection,đả châm,tiêm thuốc,去打针。Đi tiêm thuốc.
大,dà,big; huge; large; major; great; wide; deep; oldest; eldest,đại,to/lớn,这是一只大狗。Đây là con chó lớn.
大方,dàfāng,expert; scholar; mother earth; a type of green tea,đại phương,hào phóng/tự nhiên,很大方。Rất hào phóng.
大概,dàgài,roughly; probably; rough; approximate; about,đại khái,đại khái/khoảng chừng,大概三点。Khoảng 3 giờ.
大家,dàjiā,authority; everyone,đại gia,mọi người,大家好！Xin chào mọi người!
大使馆,dàshǐguǎn,embassy; CL:座[zuò];個|个[gè],đại sứ quán,đại sứ quán,去大使馆。Đi đại sứ quán.
大象,dàxiàng,elephant; CL:隻|只[zhī],đại tượng,con voi,看大象。Xem voi.
大型,dàxíng,large scale; wide scale; broad scale,đại hình,lớn/quy mô lớn,大型活动。Hoạt động quy mô lớn.
大约,dàyuē,approximately; about,đại ước,khoảng/độ,大约十个人。Khoảng 10 người.
呆,dāi,foolish; stupid; expressionless; blank; to stay,đãi,ngốc/ngây ngô,发呆。Ngơ ngác.
带,dài,band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiáo]; to wear; to carry; to lead; to bring; to look after; to raise,đái,mang/đem,请带上护照。Hãy mang theo hộ chiếu.
戴,dài,to put on or wear (glasses; hat; gloves etc); to respect; to bear; to support,đái,đeo/đội,戴眼镜。Đeo kính.
代表,dàibiǎo,representative; delegate; CL:位[wèi];個|个[gè];名[míng]; to represent; to stand for; on behalf of; in the name of,đại biểu,đại diện/đại biểu,他代表我们。Anh ấy đại diện chúng tôi.
代替,dàitì,instead; to replace; to substitute (X for Y; or a number in an algebraic expression),đại thế,thay thế,代替他。Thay thế anh ấy.
大夫,dàfū,doctor; minister of state (in pre-Han states); CL:個|个[gè];位[wèi],đại phu,bác sĩ,看大夫。Khám bác sĩ.
贷款,dàikuǎn,a loan; to provide a loan (e.g. bank); CL:筆|笔[bǐ],thế khoản,khoản vay,银行贷款。Vay ngân hàng.
待遇,dàiyù,treatment; pay; wages; status; salary,đãi ngộ,đãi ngộ/chế độ,工资待遇。Chế độ lương.
