Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
习惯,xíguàn,habit; custom; usual practice; to be used to; CL:個|个[gè],tập quán,thói quen,生活习惯。Thói quen sinh hoạt.
洗,xǐ,to wash; to bathe,tẩy,rửa/giặt,洗衣服。Giặt đồ.
洗手间,xǐshǒujiān,toilet; lavatory; washroom,tẩy thủ gian,nhà vệ sinh,洗手间在哪儿？Nhà vệ sinh ở đâu?
洗衣机,xǐyījī,washer; washing machine; CL:臺|台[tái],tẩy y cơ,máy giặt,用洗衣机。Dùng máy giặt.
洗澡,xǐzǎo,to bathe; to take a shower,tẩy tảo,tắm,我要洗澡。Tôi muốn tắm.
喜欢,xǐhuan,to like; to be fond of,hỷ hoan,thích,我喜欢你。Tôi thích bạn.
夏,xià,summer,hạ,hè/mùa hè,夏天很热。Mùa hè rất nóng.
下,xià,down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down,hạ,xuống/dưới,坐下。Ngồi xuống.
下午,xiàwǔ,afternoon; p.m.; CL:個|个[gè],hạ ngọ,buổi chiều,下午我工作。Chiều tôi làm việc.
下雨,xiàyǔ,to rain; rainy,hạ vũ,mưa,今天下雨。Hôm nay trời mưa.
先,xiān,early; prior; former; in advance; first,tiên,trước,你先去。Bạn đi trước.
先生,xiānsheng,teacher; Mister (Mr.); husband; doctor (topolect); CL:個|个[gè];位[wèi],tiên sinh,ông/ngài,王先生。Ông Vương.
咸,xián,salted; salty; stingy; miserly,hàm,mặn,太咸了。Mặn quá.
现代,xiàndài,modern times; modern age; modern era,hiện đại,hiện đại,现代社会。Xã hội hiện đại.
现在,xiànzài,now; at present; at the moment; modern; current; nowadays,hiện tại,bây giờ,我现在去。Bây giờ tôi đi.
羡慕,xiànmù,envious; envy; to admire,tiện mộ,ghen tị/ngưỡng mộ,我羡慕他。Tôi ngưỡng mộ anh ấy.
限制,xiànzhì,to restrict; to limit; to confine; restriction; limit; CL:個|个[gè],hạn chế,hạn chế,限制使用。Hạn chế sử dụng.
香,xiāng,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:根[gēn],hương,thơm,很香。Rất thơm.
香蕉,xiāngjiāo,banana; CL:枝[zhī];根[gēn];個|个[gè];把[bǎ],hương tiêu,chuối,吃香蕉。Ăn chuối.
相反,xiāngfǎn,opposite; contrary,tương phản,ngược lại,正好相反。Ngược lại hoàn toàn.
相同,xiāngtóng,identical; same,tương đồng,giống nhau,我们的想法相同。Ý kiến của chúng tôi giống nhau.
相信,xiāngxìn,be convinced (that something is true); believe; to accept sth as true,tương tín,tin/tin tưởng,我相信你。Tôi tin bạn.
详细,xiángxì,detailed; in detail; minute,tường tế,chi tiết,说得很详细。Nói rất chi tiết.
响,xiǎng,to make a sound; to sound; to ring; loud; classifier for noises,hưởng,vang/kêu,铃声响了。Chuông kêu rồi.
想,xiǎng,to think; to believe; to suppose; to wish; to want; to miss,tưởng,muốn/nghĩ,我想你。Tôi nhớ bạn.
向,xiàng,direction; orientation; to face; to turn toward; to; towards; shortly before; formerly; to side with; to be partial to; all along (previously); surname Xiang,hướng,hướng tới,向左走。Đi về bên trái.
像,xiàng,(look) like; similar (to); appearance; to appear; to seem; image; portrait; resemble; seem,tượng,giống,他像他爸爸。Anh ấy giống bố.
消息,xiāoxi,news; information; CL:條|条[tiáo],tiêu tức,tin tức,听到消息。Nghe tin.
小,xiǎo,small; tiny; few; young,tiểu,nhỏ,小孩子。Trẻ nhỏ.
小姐,xiǎojie,young lady; miss; CL:個|个[gè];位[wèi],tiểu thư,cô,小姐，请问… Cô ơi cho hỏi...
小时,xiǎoshí,hour; CL:個|个[gè],tiểu thời,giờ,一个小时。一 tiếng.
小说,xiǎoshuō,novel; fiction; CL:本[běn];部[bù],tiểu thuyết,tiểu thuyết,看小说。Đọc tiểu thuyết.
小心,xiǎoxīn,to be careful; to take care,tiểu tâm,cẩn thận,小心点儿。Cẩn thận chút.
笑,xiào,laugh; smile; CL:個|个[gè],tiếu,cười,他笑了。Anh ấy cười rồi.
笑话,xiàohuà,joke; jest; CL:個|个[gè],tiếu thoại,chuyện cười/trò đùa,讲笑话。Kể chuyện cười.
效果,xiàoguǒ,result; effect; quality; CL:個|个[gè],hiệu quả,hiệu quả,效果很好。Hiệu quả rất tốt.
校长,xiàozhǎng,(college; university) president; headmaster; CL:個|个[gè];位[wèi];名[míng],hiệu trưởng,hiệu trưởng,我们的校长很好。Hiệu trưởng chúng tôi rất tốt.
些,xiē,some; few; several; (a measure word),tá,một vài,一些东西。Một vài đồ.
鞋,xié,shoe; CL:雙|双[shuāng];隻|只[zhī],hài,giày,一双鞋。Một đôi giày.
写,xiě,to write,tả,viết,我写字。Tôi viết chữ.
谢谢,xièxie,to thank; thanks,tạ tạ,cảm ơn,谢谢你！Cảm ơn bạn!
新,xīn,new; newly; meso- (chemistry),tân,mới,新手机。Điện thoại mới.
新闻,xīnwén,news; CL:條|条[tiáo];個|个[gè],tân văn,tin tức,看新闻。Xem tin tức.
新鲜,xīnxiān,fresh (experience; food etc); freshness,tân tiên,tươi,水果很新鲜。Trái cây rất tươi.
辛苦,xīnkǔ,hard; exhausting; with much toil; thanks for your trouble,tân khổ,vất vả/cực khổ,你辛苦了。Bạn vất vả rồi.
心情,xīnqíng,mood; frame of mind; CL:個|个[gè],tâm tình,tâm trạng,心情很好。Tâm trạng rất tốt.
信,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,tín,thư,写信。Viết thư.
信任,xìnrèn,to trust; to have confidence in,tín nhâm,tin tưởng,我信任你。Tôi tin bạn.
信心,xìnxīn,confidence; faith (in sb or sth); CL:個|个[gè],tín tâm,tự tin,有信心。Có tự tin.
信用卡,xìnyòngkǎ,credit card,tín dụng thẻ,thẻ tín dụng,用信用卡。Dùng thẻ tín dụng.
兴奋,xīngfèn,excited; excitement,hưng phấn,hứng khởi/phấn khích,我很兴奋。Tôi rất phấn khích.
星期,xīngqī,week; CL:個|个[gè],tinh kì,tuần,星期一：thứ hai.
行,xíng,to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; OK!; will do,hành,được/đi,这样行吗？Như vậy được không?
行李箱,xínglixiāng,suitcase,hành lý tương,vali,收拾行李箱。Sắp xếp vali.
醒,xǐng,to wake up; to awaken; to be awake,tỉnh,tỉnh/thức,他醒了。Anh ấy tỉnh rồi.
姓,xìng,family name; surname; name; CL:個|个[gè],tính,họ,你姓什么？Bạn họ gì?
性别,xìngbié,gender; sex; distinguishing between the sexes,tính biệt,giới tính,男性别。Giới tính nam.
性格,xìnggé,nature; disposition; temperament; character; CL:個|个[gè],tính cách,tính cách,他性格很好。Tính cách anh ấy rất tốt.
幸福,xìngfú,blessed; happiness; happy,hạnh phúc,hạnh phúc,很幸福。Rất hạnh phúc.
兴趣,xìngqu,interest in (something); CL:個|个[gè],hứng thú,hứng thú/sự quan tâm,我对音乐很有兴趣。Tôi rất quan tâm đến âm nhạc.
熊猫,xióngmāo,panda; CL:隻|只[zhī],hùng miêu,gấu trúc,熊猫很可爱。Gấu trúc rất dễ thương.
修,xiū,to decorate; to embellish; to repair; to build; to study; to write; to cultivate,tu,sửa,修理。Sửa chữa.
休息,xiūxi,rest; to rest,hưu tức,nghỉ ngơi,我需要休息。Tôi cần nghỉ.
需要,xūyào,to need; to want; to demand; needs; to require,tu yếu,cần/cần thiết,我需要帮助。Tôi cần giúp đỡ.
许多,xǔduō,many; a lot of; much,hứa đa,nhiều,许多人。Nhiều người.
选择,xuǎnzé,to select; to pick; choice; option; alternative,tuyển trạch,chọn lựa,选择专业。Chọn chuyên ngành.
学生,xuésheng,student; school child,học sinh,học sinh,我是学生。Tôi là học sinh.
学习,xuéxí,to learn; to study,học tập,học,我学习中文。Tôi học tiếng Trung.
学校,xuéxiào,school; CL:所[suǒ],học hiệu,trường học,我去学校。Tôi đi học.
雪,xuě,snow; snowfall; CL:場|场[cháng]; to have the appearance of snow; to wipe away; off or out; to clean,tuyết,tuyết,下雪了。Trời có tuyết.
血,xuè,blood; informal colloquial and Taiwan pr. xiě; also pr. xuě; CL:滴[dī];片[piàn],huyết,máu,流血了。Chảy máu rồi.
压力,yālì,pressure,áp lực,áp lực,工作压力。Áp lực công việc.
牙膏,yágāo,toothpaste; CL:管[guǎn],nha cao,kem đánh răng,用牙膏。Dùng kem đánh răng.
亚洲,yàzhōu,Asia; Asian,Á Châu,Châu Á,在亚洲。Ở Châu Á.
呀,ya,(particle equivalent to 啊 after a vowel; expressing surprise or doubt),a,(trợ từ),好呀！Tốt quá!
盐,yán,salt; CL:粒[lì],diêm,muối,加点盐。Thêm chút muối.
严格,yángé,strict; stringent; tight; rigorous,nghiêm cách,nghiêm ngặt,要求很严格。Yêu cầu rất nghiêm ngặt.
严重,yánzhòng,grave; serious; severe; critical,nghiêm trọng,nghiêm trọng,问题很严重。Vấn đề rất nghiêm trọng.
研究生,yánjiūshēng,graduate student; postgraduate student; research student,nghiên cứu sinh,nghiên cứu sinh,他是研究生。Anh ấy là nghiên cứu sinh.
颜色,yánsè,color; CL:個|个[gè],nhan sắc,màu sắc,你喜欢什么颜色？Bạn thích màu gì?
演出,yǎnchū,to act (in a play); to perform; to put on (a performance); performance; concert; show; CL:場|场[cháng];次[cì],diễn xuất,biểu diễn,演出节目。Biểu diễn chương trình.
演员,yǎnyuán,actor or actress; performer; CL:個|个[gè];位[wèi];名[míng],diễn viên,diễn viên,他是演员。Anh ấy là diễn viên.
眼镜,yǎnjìng,spectacles; eyeglasses; CL:副[fù],nhãn kính,kính/mắt kính,戴眼镜。Đeo kính.
眼睛,yǎnjing,eye; CL:隻|只[zhī];雙|双[shuāng],nhãn tinh,mắt,她的眼睛很大。Mắt cô ấy rất to.
阳光,yángguāng,sunshine; CL:線|线[xiàn],dương quang,ánh nắng mặt trời,阳光很好。Ánh nắng rất đẹp.
羊肉,yángròu,mutton,dương nhục,thịt cừu,我不吃羊肉。Tôi không ăn thịt cừu.
养成,yǎngchéng,to cultivate; to raise; to form (a habit); to acquire,dưỡng thành,hình thành/tạo nên,养成习惯。Tạo nên thói quen.
样子,yàngzi,manner; air; looks; aspect,dạng tử,dáng vẻ/hình dáng,什么样子？Dạng gì?
邀请,yāoqǐng,to invite; invitation; CL:個|个[gè],yêu thỉnh,mời,邀请参加。Mời tham gia.
要求,yāoqiú,to request; to require; to stake a claim; to ask; to demand; CL:點|点[diǎn],yêu cầu,yêu cầu,我的要求很简单。Yêu cầu của tôi rất đơn giản.
要,yào,important; vital; to want; will; going to (as future auxiliary); may; must,yếu,muốn,我要这个。Tôi muốn cái này.
药,yào,medicine; drug; cure; CL:種|种[zhǒng];服[fù],dược,thuốc,吃药。Uống thuốc.
钥匙,yàoshi,key; CL:把[bǎ],chìa khóa,chìa khóa,拿钥匙。Lấy chìa khóa.
爷爷,yéye,(informal) father's father; paternal grandfather; CL:個|个[gè],gia gia,ông (nội),我爷爷90岁了。Ông tôi 90 tuổi rồi.
也,yě,also; too; (in classical Chinese) final particle serving as copula,dã,cũng,我也是。Tôi cũng vậy.
也许,yěxǔ,perhaps; maybe,dã hứa,có lẽ/có thể,也许他会来。Có lẽ anh ấy sẽ đến.
页,yè,page; leaf,diệp,trang,第一页。Trang đầu.
叶子,yèzi,foliage; leaf; CL:片[piàn],diệp tử,lá,树叶子。Lá cây.
一,yī,one; 1; single; a (article); as soon as; entire; whole; all; throughout; one radical in Chinese characters (Kangxi radical 1),nhất,một,一个人。Một người.
衣服,yīfu,clothes; CL:件[jiàn];套[tào],y phục,quần áo,我买衣服。Tôi mua quần áo.
医生,yīshēng,doctor; CL:個|个[gè];位[wèi];名[míng],y sinh,bác sĩ,我是医生。Tôi là bác sĩ.
医院,yīyuàn,hospital; CL:所[suǒ];家[jiā];座[zuò],y viện,bệnh viện,我去医院。Tôi đi bệnh viện.
一定,yídìng,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must,nhất định,nhất định/chắc chắn,我一定去。Tôi nhất định đi.
一共,yígòng,altogether,nhất cộng,tổng cộng,一共多少钱？Tổng cộng bao nhiêu tiền?
一会儿,yíhuìr,a while,nhất hội nhi,một lát/một chút,等我一会儿。Đợi tôi một lát.
一切,yíqiè,everything; every; all,nhất thiết,tất cả,一切都好。Tất cả đều tốt.
一样,yíyàng,same; like; equal to; the same as; just like,nhất dạng,giống nhau,我们一样。Chúng ta giống nhau.
以,yǐ,to use; according to; so as to; by means of; in order to; by; with; because,dĩ,để/dùng,以后。Sau này.
以后,yǐhòu,after; later; afterwards; following; later on; in the future,dĩ hậu,sau này/về sau,以后再说。Về sau hãy nói.
以前,yǐqián,before; formerly; previous; ago,dĩ tiền,trước đây,以前我不知道。Trước đây tôi không biết.
以为,yǐwéi,to believe; to think; to consider; to be under the impression,dĩ vi,tưởng rằng,我以为你不来了。Tôi tưởng bạn không đến.
已经,yǐjīng,already,dĩ kinh,đã,我已经吃了。Tôi ăn rồi.
椅子,yǐzi,chair; CL:把[bǎ];套[tào],ỷ tử,ghế,椅子在桌子前面。Ghế ở trước bàn.
亿,yì,a hundred million; calculate,ức,trăm triệu,一亿人。100 triệu người.
一般,yìbān,same; ordinary; common; general; generally; in general,nhất ban,nói chung/bình thường,一般来说。Nói chung.
一边,yìbiān,one side; either side; on the one hand; on the other hand; doing while,nhất biên,một bên/vừa...vừa,一边吃一边看电视。Vừa ăn vừa xem TV.
一起,yìqǐ,in the same place; together; with; altogether (in total),nhất khởi,cùng nhau,我们一起去吧。Chúng ta cùng đi nhé.
一直,yìzhí,straight (in a straight line); continuously; always; from the beginning of ... up to ...; all along,nhất trực,luôn/cứ thế,一直走。Đi thẳng.
意见,yìjiàn,idea; opinion; suggestion; objection; complaint; CL:點|点[diǎn];條|条[tiáo],ý kiến,ý kiến,提意见。Đưa ra ý kiến.
意思,yìsi,idea; opinion; meaning; wish; desire; CL:個|个[gè],ý tứ,ý nghĩa,什么意思？Nghĩa là gì?
艺术,yìshù,art; CL:種|种[zhǒng],nghệ thuật,nghệ thuật,艺术作品。Tác phẩm nghệ thuật.
阴,yīn,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia,âm,trời âm u,今天是阴天。Hôm nay trời âm u.
因此,yīncǐ,thus; consequently; as a result,nhân thử,vì vậy/do đó,因此我不去。Vì vậy tôi không đi.
因为,yīnwèi,because; owing to; on account of,nhân vị,bởi vì,因为太远了。Bởi vì quá xa.
音乐,yīnyuè,music; CL:張|张[zhāng];曲[qǔ];段[duàn],âm nhạc,âm nhạc,听音乐。Nghe nhạc.
银行,yínháng,bank; CL:家[jiā];個|个[gè],ngân hàng,ngân hàng,去银行。Đi ngân hàng.
饮料,yǐnliào,drink; beverage,ẩm liệu,đồ uống,买饮料。Mua đồ uống.
引起,yǐnqǐ,to give rise to; to lead to; to cause; to arouse,dẫn khởi,gây ra,引起注意。Gây chú ý.
印象,yìnxiàng,impression; reflection; perception; CL:個|个[gè],ấn tượng,ấn tượng,印象很好。Ấn tượng rất tốt.
应该,yīnggāi,ought to; should; must,ưng cai,nên/phải,你应该休息。Bạn nên nghỉ ngơi.
赢,yíng,to beat; to win; to profit,doanh,thắng,我赢了。Tôi thắng rồi.
影响,yǐngxiǎng,an influence; an effect; to influence; to affect (usually adversely); to disturb; CL:股[gǔ],ảnh hưởng,ảnh hưởng,有影响。Có ảnh hưởng.
硬,yìng,hard; stiff; strong; firm; to manage to do sth with difficulty; good (quality); able (person),ngạnh,cứng,床很硬。Giường rất cứng.
勇敢,yǒnggǎn,brave; courageous,dũng cảm,dũng cảm,他很勇敢。Anh ấy rất dũng cảm.
永远,yǒngyuǎn,forever; eternal,vĩnh viễn,mãi mãi/vĩnh viễn,永远爱你。Mãi yêu bạn.
用,yòng,to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore,dụng,dùng/sử dụng,用筷子。Dùng đũa.
优点,yōudiǎn,merit; benefit; strong point; advantage; CL:個|个[gè],ưu điểm,ưu điểm,有优点。Có ưu điểm.
优秀,yōuxiù,outstanding; excellent,ưu tú,xuất sắc/ưu tú,成绩优秀。Thành tích xuất sắc.
幽默,yōumò,humor; humorous,hài hước,hài hước,很幽默。Rất hài hước.
由,yóu,to follow; from; it is for...to; reason; cause; because of; due to; to; to leave it (to sb); by (introduces passive verb),do,do/bởi,由我来做。Do tôi làm.
由于,yóuyú,due to; as a result of; thanks to; owing to; since; because,do ư,do/vì,由于下雨。Do trời mưa.
尤其,yóuqí,especially; particularly,vưu kỳ,đặc biệt là,尤其是他。Đặc biệt là anh ấy.
游戏,yóuxì,game; play; CL:場|场[chǎng],du hí,trò chơi/game,玩游戏。Chơi game.
游泳,yóuyǒng,swim,du vịnh,bơi,我不会游泳。Tôi không biết bơi.
有,yǒu,to have; there is; there are; to exist; to be,hữu,có,我有钱。Tôi có tiền.
有名,yǒumíng,famous; well-known,hữu danh,nổi tiếng,很有名。Rất nổi tiếng.
有趣,yǒuqù,interesting; fascinating; amusing,hữu thú,thú vị,很有趣。Rất thú vị.
友好,yǒuhǎo,friendly (relations),hữu hảo,hữu hảo/thân thiện,很友好。Rất thân thiện.
友谊,yǒuyì,companionship; fellowship; friendship,hữu nghị,tình bạn/hữu nghị,珍贵的友谊。Tình bạn quý giá.
又,yòu,(once) again; also; both... and...; again,hựu,lại,他又来了。Anh ấy lại đến.
右边,yòubian,right side; right; to the right,hữu biên,bên phải,在右边。在 bên phải.
鱼,yú,fish; CL:條|条[tiáo];尾[wěi],ngư,cá,我爱吃鱼。Tôi thích ăn cá.
愉快,yúkuài,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted,du khoái,vui vẻ/vui,很愉快。Rất vui vẻ.
于是,yúshì,thereupon; as a result; consequently; thus; hence,ư thị,vì vậy/thế là,于是我走了。Thế là tôi đi.
与,yú,(same as 歟|欤; final particle expression doubt or surprise; similar to 吗 or 呢),dữ,và/với,我与你。Tôi với bạn.
语法,yǔfǎ,grammar,ngữ pháp,ngữ pháp,学习语法。Học ngữ pháp.
语言,yǔyán,language; CL:門|门[mén];種|种[zhǒng],ngữ ngôn,ngôn ngữ,语言学习。Học ngôn ngữ.
羽毛球,yǔmáoqiú,shuttlecock; badminton; CL:個|个[gè],vũ mao cầu,cầu lông,打羽毛球。Chơi cầu lông.
遇到,yùdào,to meet; to run into; to come across,ngộ đáo,gặp/gặp phải,遇到问题。Gặp vấn đề.
预习,yùxí,to prepare a lesson,dự tập,chuẩn bị trước/dự tập,预习功课。Dự tập bài.
元,yuán,Chinese monetary unit; dollar; primary; first; the Yuan or Mongol dynasty (12-13); surname Yuan,nguyên,tệ,十元。10 tệ.
圆,yuán,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (Yuan); tactful; to justify,viên,tròn,很圆。Rất tròn.
原来,yuánlái,original; former; originally; formerly; at first; so... actually,nguyên lai,nguyên/hóa ra,原来如此。Hóa ra như vậy.
原谅,yuánliàng,to excuse; to forgive; to pardon,nguyên lượng,tha thứ,原谅我。Tha thứ cho tôi.
原因,yuányīn,cause; origin; root cause; reason; CL:個|个[gè],nguyên nhân,nguyên nhân,什么原因？Nguyên nhân gì?
远,yuǎn,far; distant; remote,viễn,xa,太远了！Xa quá!
愿意,yuànyì,to wish; to want; ready; willing (to do sth),nguyện ý,sẵn lòng/muốn,我愿意帮你。Tôi sẵn lòng giúp bạn.
约会,yuēhuì,appointment; engagement; date; CL:次[cì];個|个[gè],ước hội,hẹn hò,我们有约会。Chúng ta có hẹn.
越,yuè,to exceed; to climb over; to surpass; the more... the more,việt,càng,越来越好。Càng ngày càng tốt.
月,yuè,moon; month; CL:個|个[gè];輪|轮[lún],nguyệt,tháng,这个月。Tháng này.
月亮,yuèliang,moon,nguyệt lượng,mặt trăng,月亮很圆。Mặt trăng rất tròn.
阅读,yuèdú,to read; reading,duyệt độc,đọc,阅读文章。Đọc bài viết.
云,yún,(classical) to say,vân,mây,天上有云。Trên trời có mây.
允许,yǔnxǔ,to permit; to allow,doãn hứa,cho phép,不允许。Không cho phép.
运动,yùndòng,movement; campaign; CL: 場|场[chǎng]; sports,vận động,thể thao,我喜欢运动。Tôi thích thể thao.
杂志,zázhì,magazine; CL:本[běn];份[fèn];期[qī],tạp chí,tạp chí,看杂志。Đọc tạp chí.
在,zài,(located) at; (to be) in; to exist; in the middle of doing sth; (indicating an action in progress),tại,ở,我在家。Tôi ở nhà.
再,zài,again; once more; re-; second; another; then (after sth; and not until then),tái,lại,再来一次。Làm lại lần nữa.
再见,zàijiàn,goodbye; see you again later,tái kiến,tạm biệt,再见！Tạm biệt!
咱们,zánmen,we or us (including both the speaker and the person(s) spoken to); I or me; you,tạp môn,chúng ta (mình),咱们走吧。Chúng ta đi thôi.
暂时,zànshí,temporary; provisional; for the time being,tạm thì,tạm thời,暂时这样。Tạm thời như vậy.
脏,zàng,viscera; (anatomy) organ,tạng,bẩn,衣服脏了。Quần áo bẩn rồi.
早上,zǎoshang,early morning; CL:個|个[gè]; Good morning!,tảo thượng,buổi sáng,早上好！Chào buổi sáng!
责任,zérèn,responsibility; blame; duty; CL:個|个[gè],trách nhiệm,trách nhiệm,负责任。Có trách nhiệm.
怎么,zěnme,how?; what?; why?,chẩm ma,như thế nào,怎么做？Làm sao?
怎么样,zěnmeyàng,how?; how about?; how was it?; how are things?,chẩm ma dạng,thế nào,你觉得怎么样？Bạn thấy thế nào?
增加,zēngjiā,to raise; to increase,tăng gia,tăng thêm,增加人数。Tăng thêm số người.
增长,zēngzhǎng,to grow; to increase,tăng trưởng,tăng trưởng,经济增长。Tăng trưởng kinh tế.
窄,zhǎi,narrow; narrow-minded; badly off,trách,hẹp,路很窄。Đường rất hẹp.
站,zhàn,station; to stand; to halt; to stop; branch of a company or organisation,trạm,đứng/trạm,车站。Trạm xe.
张,zhāng,to open up; to spread; sheet of paper; classifier for flat objects; sheet; classifier for votes,trương,tờ/miếng,一张纸。Một tờ giấy.
长,zhǎng,chief; head; elder; to grow; to develop,trường,dài,长头发。Tóc dài.
丈夫,zhàngfu,husband; CL:個|个[gè],trượng phu,chồng,他是我丈夫。Anh ấy là chồng tôi.
招聘,zhāopìn,recruitment; to invite applications for a job,chiêu bính,tuyển dụng,招聘员工。Tuyển dụng nhân viên.
着急,zháojí,to worry; to feel anxious,trước cấp,lo lắng/vội,别着急。Đừng vội.
找,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,tảo,tìm,我找你。Tôi tìm bạn.
照顾,zhàogu,to take care of; to show consideration; to attend to; to look after,chiếu cố,chăm sóc,照顾孩子。Chăm sóc trẻ.
照片,zhàopiàn,photo; photograph; picture; CL:張|张[zhāng];套[tào];幅[fú],chiếu phiến,ảnh/hình ảnh,拍照片。Chụp ảnh.
照相机,zhàoxiàngjī,camera; CL:個|个[gè];架[jià];部[bù];台[tái];隻|只[zhī],chiếu tướng cơ,máy ảnh,用照相机拍照。Dùng máy ảnh chụp.
这,zhè,this; these; (commonly pr. zhèi before a classifier; esp. in Beijing),giá,này/đây,这是我的书。Đây là sách của tôi.
着,zhe,particle attached after verb to indicate action in progress; like -ing ending,trước,đang,门开着。Cửa đang mở.
真,zhēn,really; truly; indeed; real; true; genuine,chân,thật/sự,真的？Thật sao?
真正,zhēnzhèng,genuine; real; true; genuinely,chân chính,thật sự/chân chính,真正的朋友。Bạn thật sự.
整理,zhěnglǐ,to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data; files); to pack (luggage),chỉnh lí,sắp xếp/chỉnh lý,整理房间。Sắp xếp phòng.
整齐,zhěngqí,orderly; neat; even; tidy,chỉnh tề,ngay ngắn/gọn gàng,房间很整齐。Phòng rất ngay ngắn.
正常,zhèngcháng,regular; normal; ordinary,chính thường,bình thường,很正常。Rất bình thường.
正好,zhènghǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,chính hảo,vừa đúng/vừa hay,正好三点。Đúng 3 giờ.
正确,zhèngquè,correct; proper,chính xác,đúng/chính xác,答案正确。Đáp án đúng.
正式,zhèngshì,formal; official,chính thức,chính thức,正式开始。Chính thức bắt đầu.
正在,zhèngzài,in the process of (doing something or happening); while (doing),chính tại,đang,我正在学习。Tôi đang học.
证明,zhèngmíng,proof; certificate; identification; testimonial; CL:個|个[gè]; to prove; to testify; to confirm the truth of,chứng minh,chứng minh,证明身份。Chứng minh danh tính.
之,zhī,(possessive particle; literary equivalent of 的); him; her; it,chi,(trợ từ),总之。Tóm lại.
只,zhī,classifier for birds and certain animals; one of a pair; some utensils; vessels etc,chi,(lượng từ cho động vật),一只鸟。Một con chim.
支持,zhīchí,to be in favor of; to support; to back; support; backing; to stand by; CL:個|个[gè],chi trì,ủng hộ,我支持你。Tôi ủng hộ bạn.
知道,zhīdao,to know; to be aware of,tri đạo,biết,我知道了。Tôi biết rồi.
知识,zhīshi,intellectual; knowledge-related; knowledge; CL:門|门[mén],tri thức,kiến thức,学习知识。Học kiến thức.
值得,zhíde,to be worth; to deserve,trị đắc,đáng,值得学习。Đáng học hỏi.
直接,zhíjiē,direct; opposite: indirect 間接|间接; immediate; directly; straightforward,trực tiếp,trực tiếp,直接去。Đi thẳng.
植物,zhíwù,botanical; plant; vegetation; CL:種|种[zhǒng],thực vật,thực vật,保护植物。Bảo vệ thực vật.
职业,zhíyè,occupation; profession; vocation; professional,chức nghiệp,nghề nghiệp,我的职业。Nghề nghiệp của tôi.
指,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,chỉ,ngón tay/chỉ,手指。Ngón tay.
只,zhǐ,only; merely; just; but,chi,(lượng từ cho động vật),一只鸟。Một con chim.
只好,zhǐhǎo,without any better option; to have to; to be forced to,chỉ hảo,chỉ còn cách,我只好走了。Tôi chỉ còn cách đi.
只要,zhǐyào,if only; so long as,chỉ yếu,chỉ cần,只要努力就行。Chỉ cần cố gắng là được.
质量,zhìliàng,quality; mass (in physics); CL:個|个[gè],chất lượng,chất lượng,质量很好。Chất lượng rất tốt.
至少,zhìshǎo,at least; (to say the) least,chí thiểu,ít nhất,至少十个。Ít nhất mười cái.
制造,zhìzào,to manufacture; to make,chế tạo,chế tạo/sản xuất,制造产品。Sản xuất sản phẩm.
中国,zhōngguó,China; Middle Kingdom,trung Quốc,Trung Quốc,我在中国。Tôi ở Trung Quốc.
中间,zhōngjiān,between; intermediate; mid; middle,trung gian,giữa/ở giữa,在中间。Ở giữa.
中文,zhōngwén,Chinese; Chinese written language; Chinese writing,Trung văn,tiếng Trung,学中文。Học tiếng Trung.
中午,zhōngwǔ,noon; midday; CL:個|个[gè],trung ngọ,buổi trưa,中午吃饭。Ăn trưa.
终于,zhōngyú,at last; in the end; finally; eventually,chung ưu,cuối cùng,终于到了。Cuối cùng đã đến.
种,zhǒng,abbr. for 物種|物种; genus; race; seed; breed; species; strain; kind; type; has guts (i.e. courage); nerve; classifier for types: kind; sort; classifier for languages,chủng,trồng/loại,种花。Trồng hoa.
重点,zhòngdiǎn,emphasis; focal point; priority; key; with the emphasis on; focusing on,trọng điểm,điểm trọng tâm,重点问题。Vấn đề trọng tâm.
重视,zhòngshì,to attach importance to sth; to value,trọng thị,coi trọng,重视教育。Coi trọng giáo dục.
重要,zhòngyào,important; significant; major,trọng yếu,quan trọng,这很重要。Cái này rất quan trọng.
周末,zhōumò,weekend,chu mạt,cuối tuần,周末我休息。Cuối tuần tôi nghỉ.
周围,zhōuwéi,surroundings; environment; to encompass,chu vi,xung quanh,周围环境。Môi trường xung quanh.
