Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
便条,biàntiáo,(informal) note; CL:張|张[zhāng];個|个[gè],tiện điều,giấy nhắn/mẩu giấy nhắn,写便条。Viết giấy nhắn.
便于,biànyú,easy to; convenient for,tiện ư,dễ dàng/thuận tiện cho,便于携带。Dễ mang theo.
辩证,biànzhèng,investigate; dialectical,biện chứng,biện chứng/phân tích,辩证法。Phép biện chứng.
变质,biànzhì,to degenerate; to go bad; to deteriorate; metamorphosis,biến chất,biến chất/hư hỏng,食物变质。Thức ăn biến chất.
辫子,biànzi,plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle; CL:根[gēn];條|条[tiáo],biện tử,bím tóc/đuôi sam,梳辫子。Tết bím tóc.
标本,biāoběn,specimen; sample; the root cause and symptoms of a disease,tiêu bản,mẫu vật/tiêu bản,动物标本。Tiêu bản động vật.
标点,biāodiǎn,punctuation; a punctuation mark; to punctuate; CL:個|个[gè],tiêu điểm,dấu câu,标点符号。Dấu câu.
标记,biāojì,sign; mark; symbol; to mark up,tiêu ký,dấu hiệu/đánh dấu,做标记。Đánh dấu.
飙升,biāoshēng,to rise rapidly; to soar,tiêu thăng,tăng vọt/tăng mạnh,价格飙升。Giá tăng vọt.
标题,biāotí,title; heading; headline; caption; subject,tiêu đề,tiêu đề,文章标题。Tiêu đề bài viết.
标志,biāozhì,sign; mark; symbol; symbolize; to indicate; to mark,tiêu chí,biểu tượng/dấu hiệu,标志性建筑。Công trình biểu tượng.
标准,biāozhǔn,(an official) standard; norm; criterion; CL:個|个[gè],tiêu chuẩn,tiêu chuẩn,国际标准。Tiêu chuẩn quốc tế.
表达,biǎodá,to voice (an opinion); to express; to convey,biểu đạt,diễn đạt/bày tỏ,表达意见。Bày tỏ ý kiến.
表格,biǎogé,form; table; CL:張|张[zhāng];份[fèn],biểu cách,biểu mẫu,填表格。Điền biểu mẫu.
表决,biǎojué,decide by vote; vote,biểu quyết,biểu quyết/bỏ phiếu,举手表决。Giơ tay biểu quyết.
表面,biǎomiàn,surface; face; outside; appearance,biểu diện,bề mặt,水的表面。Mặt nước.
表明,biǎomíng,to make clear; to make known; to state clearly; to indicate; known,biểu minh,biểu thị/cho thấy,表明态度。Bày tỏ thái độ.
表情,biǎoqíng,(facial) expression; to express one's feelings; expression,biểu tình,biểu cảm/nét mặt,面部表情。Nét mặt.
表示,biǎoshì,to express; to show; to say; to state; to indicate; to mean,biểu thị,biểu thị/thể hiện,表示感谢。Bày tỏ lòng cảm ơn.
表态,biǎotài,to declare one's position; to say where one stands,biểu thái,bày tỏ thái độ/tuyên bố,公开表态。Công khai bày tỏ thái độ.
表现,biǎoxiàn,to show; to show off; to display; to manifest; expression; manifestation; show; display; performance (at work etc),biểu hiện,biểu hiện/thể hiện,表现很好。Biểu hiện rất tốt.
表演,biǎoyǎn,play; show; performance; exhibition; to perform; to act; to demonstrate; CL:場|场[chǎng],biểu diễn,biểu diễn,他们在表演节目。Họ đang biểu diễn chương trình.
表扬,biǎoyáng,to praise; to commend,biểu dương,khen ngợi,老师表扬了我。Giáo viên khen tôi.
表彰,biǎozhāng,cite (in dispatches); commend,biểu chương,khen ngợi/tôn vinh,表彰先进。Khen ngợi người tiên tiến.
憋,biē,to choke; to stifle; to restrain; to hold back; to hold in (urine); to hold (one's breath),miết,nín/kìm,憋气。Nín thở.
别,bié,to leave; to depart; to separate; to distinguish; to classify; other; another; do not; must not; to pin,biệt,đừng,别说话。Đừng nói chuyện.
别人,biérén,other people; others; other person,biệt nhân,người khác,不要管别人。Đừng quản người khác.
别墅,biéshù,villa; CL:幢[zhuàng];座[zuò],biệt thự,biệt thự,豪华别墅。Biệt thự sang trọng.
别致,biézhì,unusual; unique,biệt trí,độc đáo/lạ mắt,样式别致。Kiểu dáng độc đáo.
别扭,bièniǔ,awkward; difficult; uncomfortable; not agreeing; at loggerheads; gauche; awkward (writing or speech),biệt nữu,ngượng ngùng/vụng về,心里别扭。Trong lòng ngượng ngùng.
宾馆,bīnguǎn,guesthouse; CL:個|个[gè];家[jiā],tân quán,khách sạn,我住在宾馆。Tôi ở khách sạn.
濒临,bīnlín,on the verge of; close to,tần lâm,gần/sắp,濒临破产。Gần phá sản.
冰雹,bīngbáo,hail; hailstone; CL:場|场[cháng];粒[lì],băng bão,mưa đá,下冰雹。Mưa đá.
冰箱,bīngxiāng,icebox; freezer cabinet; refrigerator; CL:臺|台[tái];個|个[gè],băng tương,tủ lạnh,把牛奶放在冰箱里。Để sữa trong tủ lạnh.
丙,bǐng,third of 1 heavenly stems 十天干; third in order; letter C or roman III in list A; B; C; or I; II; III etc; propyl,bính,Bính (can chi),甲乙丙丁。Giáp Ất Bính Đinh.
饼干,bǐnggān,biscuit; cracker; cookie; CL:片[piàn];塊|块[kuài],bính can,bánh quy,吃饼干。Ăn bánh quy.
并存,bìngcún,to exist at the same time; to coexist,tính tồn,cùng tồn tại/song song tồn tại,两种制度并存。Hai chế độ cùng tồn tại.
病毒,bìngdú,virus,bệnh độc,vi rút/virus,电脑病毒。Virus máy tính.
并非,bìngfēi,really isn't,tính phi,không phải/chẳng phải,并非如此。Không phải như vậy.
并列,bìngliè,to stand side by side; to be juxtaposed,tính liệt,song song/sắp hàng,并列第一。Đồng hạng nhất.
并且,bìngqiě,and; besides; moreover; furthermore; in addition,tính thả,và/hơn nữa,他聪明并且努力。Anh ấy thông minh và chăm chỉ.
拨打,bōdǎ,to call; to dial,bác đả,gọi điện/quay số,拨打电话。Gọi điện thoại.
播放,bōfàng,to broadcast; to transmit,bá phóng,phát/chiếu,播放音乐。Phát nhạc.
波浪,bōlàng,wave,ba lãng,sóng/con sóng,波浪很大。Sóng rất lớn.
玻璃,bōlí,glass; nylon; plastic; CL:張|张[zhāng];塊|块[kuài],pha lê,thuỷ tinh,玻璃杯。Cốc thuỷ tinh.
波涛汹涌,bōtāoxiōngyǒng,tumultuous situations,ba đào hung dũng,sóng dữ dội/sóng cuồn cuộn,大海波涛汹涌。Biển cả sóng dữ dội.
剥削,bōxuē,to exploit; exploitation,bác tước,bóc lột/bòn rút,剥削劳动者。Bóc lột người lao động.
播种,bōzhǒng,to sow seeds; sowing; seed,bá chủng,gieo hạt/gieo trồng,播种季节。Mùa gieo trồng.
博大精深,bódàjīngshēn,wide-ranging and profound; broad and deep,bác đại tinh thâm,rộng lớn và sâu sắc,文化博大精深。Văn hóa rộng lớn và sâu sắc.
搏斗,bódòu,to wrestle; to fight; to struggle,bác đấu,đấu tranh/chiến đấu,与敌人搏斗。Chiến đấu với kẻ thù.
博览会,bólǎnhuì,exposition; international fair,bác lãm hội,triển lãm/hội chợ,国际博览会。Hội chợ quốc tế.
伯母,bómǔ,wife of father's elder brother; aunt; (polite form of address for a woman who is about the age of one's mother); CL:個|个[gè],bá mẫu,bác gái/thím,我的伯母。Bác gái tôi.
薄弱,bóruò,weak; frail,bạc nhược,yếu/mỏng manh,基础薄弱。Nền tảng yếu.
博士,bóshì,doctor; court academician (in feudal China); Ph.D.,bác sĩ,tiến sĩ,他是博士。Anh ấy là tiến sĩ.
博物馆,bówùguǎn,museum,bác vật quán,bảo tàng,参观博物馆。Tham quan bảo tàng.
脖子,bózi,neck; CL:個|个[gè],bạc tử,cổ,脖子疼。Đau cổ.
补偿,bǔcháng,compensate; make up,bổ thường,bồi thường/đền bù,经济补偿。Bồi thường kinh tế.
补充,bǔchōng,to replenish; to supplement; to complement; additional; supplementary; CL:個|个[gè],bổ sung,bổ sung,补充说明。Giải thích bổ sung.
补救,bǔjiù,remedy,bổ cứu,cứu chữa/khắc phục,及时补救。Kịp thời khắc phục.
哺乳,bǔrǔ,breast feeding; to suckle; to nurse,bộ nhũ,cho bú/nuôi con,哺乳动物。Động vật có vú.
补贴,bǔtiē,to subsidize; subsidy; allowance,bổ thiếp,trợ cấp/bổ sung,生活补贴。Trợ cấp sinh hoạt.
捕捉,bǔzhuō,to catch; to seize; to capture,bộ tróc,bắt/tóm,捕捉机会。Nắm bắt cơ hội.
不,bù,(negative prefix); not; no,bất,không,我不去。Tôi không đi.
布,bù,cloth; to declare; to announce; to spread; to make known,bố,vải,一块布。Một miếng vải.
不安,bùān,unpeaceful; unstable; uneasy; disturbed; restless; worried,bất an,bất an/lo lắng,心里不安。Lòng bất an.
不必,bùbì,need not; does not have to,bất tất,không cần,不必担心。Không cần lo.
不但,bùdàn,not only (... but also...),bất đãn,không những,不但...而且...。Không những...mà còn...
不得不,bùdébù,have no choice or option but to; cannot but; have to; can't help it; can't avoid,bất đắc bất,không thể không/bắt buộc,我不得不去。Tôi không thể không đi.
不得了,bùdéle,desperately serious; disastrous; extremely; exceedingly,bất đắc liễu,nghiêm trọng/ghê quá,不得了！Ghê quá!
不得已,bùdéyǐ,act against one's will; have no alternative but to; have to; to have no choice; must,bất đắc dĩ,bất đắc dĩ/không còn cách nào,迫不得已。Buộc phải bất đắc dĩ.
不断,bùduàn,unceasing; uninterrupted; continuous; constant,bất đoạn,không ngừng/liên tục,不断努力。Nỗ lực không ngừng.
步伐,bùfá,pace; (measured) step; march,bộ phạt,bước chân/nhịp bước,加快步伐。Tăng nhanh nhịp bước.
不妨,bùfáng,there is no harm in; might as well,bất phương,không hại/cứ việc,不妨试试。Cứ thử xem.
部分,bùfèn,part; share; section; piece; CL:個|个[gè],bộ phận,phần/bộ phận,一部分。Một phần.
不敢当,bùgǎndāng,lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me,bất cảm đương,không dám nhận/không đáng,您过奖了;不敢当。Ông khen quá
布告,bùgào,posting on a bulletin board; notice; bulletin; to announce,bố cáo,thông báo/bảng thông báo,张贴布告。Dán thông báo.
不顾,bùgù,in spite of; regardless of,bất cố,không quan tâm/bất chấp,不顾一切。Bất chấp tất cả.
不管,bùguǎn,no matter (what; how); regardless of; no matter,bất quản,dù/bất kể,不管怎样。Dù sao.
不过,bùguò,only; merely; no more than; but; however; anyway (to get back to a previous topic),bất quá,nhưng/tuy nhiên,不过我不确定。Nhưng tôi không chắc.
不好意思,bùhǎoyìsī,to feel embarrassed; to be ill at ease; to find it embarrassing (to do sth),bất hảo ý tư,xin lỗi/ngại,真不好意思。Thật ngại quá.
不见得,bújiànde,not necessarily; not likely,bất kiến đắc,chưa chắc,不见得对。Chưa chắc đúng.
不禁,bùjīn,can't help (doing sth); can't refrain from,bất cấm,không khỏi/không nhịn được,不禁笑了。Không nhịn được cười.
不仅,bùjǐn,not only (this one); not just (...) but also,bất cận,không chỉ,不仅如此。Không chỉ thế.
布局,bùjú,arrangement; composition; layout; opening (chess jargon),bố cục,bố cục/sắp xếp,战略布局。Bố cục chiến lược.
不堪,bùkān,cannot bear; cannot stand; utterly; extremely,bất kham,không chịu nổi/không thể,不堪重负。Không gánh nổi gánh nặng.
不可思议,bùkěsīyì,inconceivable (idiom); unimaginable; unfathomable,bất khả tư nghị,không thể tưởng tượng,真是不可思议。Thật không thể tưởng tượng.
不客气,búkèqì,you're welcome; impolite; rude; blunt; don't mention it,bất khách khí,không có gì,A：谢谢！B：不客气！
不愧,bùkuì,be worthy of; deserve to be called; prove oneself to be,bất quý,xứng đáng/không hổ thẹn,不愧是英雄。Xứng đáng là anh hùng.
不料,bùliào,unexpectedly; to one's surprise,bất liệu,không ngờ/bất ngờ,不料他来了。Không ngờ anh ấy đến.
部门,bùmén,department; branch; section; division; CL:個|个[gè],bộ môn,bộ phận/phòng ban,财务部门。Phòng tài chính.
不免,bùmiǎn,unavoidable,bất miễn,không tránh khỏi,不免有错。Không tránh khỏi có lỗi.
不耐烦,bùnàifán,impatience; impatient,bất nại phiền,mất kiên nhẫn,他很不耐烦。Anh ấy rất mất kiên nhẫn.
不然,bùrán,not so; no; or else; otherwise; if not,bất nhiên,nếu không,不然就迟到了。Nếu không sẽ muộn.
不如,bùrú,not equal to; not as good as; inferior to; it would be better to,bất như,không bằng,不如他。Không bằng anh ấy.
不时,bùshí,frequently; often; at any time,bất thì,thỉnh thoảng/không ngừng,不时传来笑声。Thỉnh thoảng vang lên tiếng cười.
部署,bùshǔ,to dispose; to deploy; deployment,bộ thự,triển khai/bố trí,军事部署。Triển khai quân sự.
部位,bùwèi,position; place,bộ vị,bộ phận/vị trí,身体部位。Bộ phận cơ thể.
不惜,bùxī,not stint; not spare; not hesitate (to do sth); not scruple (to do sth),bất tích,không tiếc/sẵn sàng,不惜代价。Không tiếc bất cứ giá nào.
不相上下,bùxiāngshàngxià,equally matched; about the same,bất tương thượng hạ,ngang nhau/không hơn kém,两人实力不相上下。Thực lực hai người ngang nhau.
不像话,bùxiànghuà,unreasonable; shocking; outrageous,bất tượng thoại,vô lý/quá đáng,太不像话了。Quá đáng quá.
不屑一顾,bùxièyīgù,to disdain as beneath contempt,bất tiết nhất cố,không đoái hoài/coi thường,他不屑一顾。Anh ấy không đoái hoài.
不言而喻,bùyánéryù,it goes without saying; it is self-evident,bất ngôn nhi dụ,hiển nhiên/không cần nói,这是不言而喻的。Điều này là hiển nhiên.
不要紧,búyàojǐn,unimportant; not serious; it doesn't matter; never mind; it looks all right; but,bất yếu khẩn,không sao/không quan trọng,不要紧。Không sao.
不由得,bùyóude,can't help; cannot but,bất do đắc,không thể không/không nhịn được,不由得担心起来。Không khỏi lo lắng.
不择手段,bùzéshǒuduàn,by fair means or foul; by hook or by crook; unscrupulously,bất trạch thủ đoạn,bất chấp thủ đoạn,不择手段地竞争。Cạnh tranh bất chấp thủ đoạn.
不止,bùzhǐ,incessantly; without end; more than; not limited to,bất chỉ,không chỉ/không ngừng,不止一次。Không chỉ một lần.
布置,bùzhì,to put in order; to arrange; to decorate; to fix up; to deploy,bố trí,bố trí/sắp xếp,布置任务。Bố trí nhiệm vụ.
步骤,bùzhòu,step; move; measure,bộ tấu,bước/thủ tục,操作步骤。Các bước thao tác.
不足,bùzú,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not,bất túc,không đủ/thiếu,睡眠不足。Ngủ không đủ giấc.
擦,cā,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish,sát,chùi/lau,擦桌子。Lau bàn.
猜,cāi,to guess,thái,đoán,猜一猜。Đoán thử xem.
才,cái,ability; talent; endowment; gift; an expert; only (then); only if; just,tài,mới,他才来。Anh ấy mới đến.
财产,cáichǎn,property; CL:筆|笔[bǐ],tài sản,tài sản,个人财产。Tài sản cá nhân.
