Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
制度,zhì dù,system,chế độ,chế độ,社会制度。Chế độ xã hội.
制作,zhì zuò,to make,chế tác,chế tác/sản xuất,制作节目。Làm chương trình.
智慧,zhì huì,wisdom,trí tuệ,trí tuệ,人民智慧。Trí tuệ nhân dân.
至今,zhì jīn,so far,chí kim,cho đến nay,至今还记得。Đến nay vẫn nhớ.
至于,zhì yú,as for,chí ư,còn về/còn như,至于他。Còn về anh ấy.
治疗,zhì liáo,to treat,trị liệu,điều trị/chữa trị,治疗疾病。Điều trị bệnh.
志愿者,zhì yuàn zhě,volunteer,chí nguyện giả,tình nguyện viên,当志愿者。Làm tình nguyện.
秩序,zhì xù,order,trật tự,trật tự,维护秩序。Giữ trật tự.
钟,zhōng,clock,chung,chuông/đồng hồ,闹钟。Đồng hồ báo thức.
中介,zhōng jiè,act as intermediary,trung giới,môi giới,房屋中介。Môi giới nhà.
中心,zhōng xīn,center,trung tâm,trung tâm,市中心。Trung tâm thành phố.
中旬,zhōng xún,middle of month,trung tuần,giữa tháng,三月中旬。Giữa tháng ba.
重,zhòng,heavy,trọng,nặng/quan trọng,很重。Rất nặng.
重量,zhòng liàng,weight,trọng lượng,trọng lượng/cân nặng,体重量。Cân nặng.
周到,zhōu dao,thoughtful,chu đáo,chu đáo/tỉ mỉ,服务周到。Phục vụ chu đáo.
逐步,zhú bù,progressively,trục bộ,từng bước/dần dần,逐步提高。Nâng cao dần.
竹子,zhú zi,bamboo,trúc tử,tre/cây tre,竹子林。Rừng tre.
煮,zhǔ,to cook,chử,nấu/luộc,煮饭。Nấu cơm.
主持,zhǔ chí,take charge of,chủ trì,chủ trì/dẫn chương trình,主持会议。Chủ trì hội nghị.
主观,zhǔ guān,subjective,chủ quan,chủ quan,主观意见。Ý kiến chủ quan.
主人,zhǔ rén,master,chủ nhân,chủ nhà/chủ nhân,热情主人。Chủ nhà nhiệt tình.
主席,zhǔ xí,chairperson,chủ tịch,chủ tịch,主席台。Đoàn chủ tịch.
主张,zhǔ zhāng,to advocate,chủ trương,chủ trương/quan điểm,提出主张。Đưa ra chủ trương.
嘱咐,zhǔ fù,to tell,chúc phó,dặn dò/căn dặn,父母嘱咐。Cha mẹ dặn.
祝福,zhù fú,blessings,chúc phúc,chúc phúc/chúc lành,送上祝福。Gửi lời chúc phúc.
注册,zhù cè,to register,chú sách,đăng ký,注册账号。Đăng ký tài khoản.
抓紧,zhuā jǐn,grasp firmly,tróa khẩn,nắm chặt/khẩn trương,抓紧时间。Tranh thủ thời gian.
专家,zhuān jiā,expert,chuyên gia,chuyên gia,请专家。Mời chuyên gia.
专心,zhuān xīn,to concentrate,chuyên tâm,chuyên tâm/tập trung,专心学习。Chuyên tâm học tập.
转变,zhuǎn biàn,to change,chuyển biến,chuyển biến/thay đổi,转变观念。Thay đổi quan niệm.
转告,zhuǎn gào,to pass on,chuyển cáo,chuyển lời/nhắn lại,转告他。Nhắn lại anh ấy.
装,zhuāng,adornment,trang,trang điểm/lắp đặt,装修房子。Trang trí nhà.
装饰,zhuāng shì,to decorate,trang sức,trang trí/trang hoàng,装饰房间。Trang trí phòng.
状况,zhuàng kuàng,condition,trạng huống,tình trạng/tình hình,健康状况。Tình trạng sức khỏe.
状态,zhuàng tài,state of affairs,trạng thái,trạng thái,工作状态。Trạng thái làm việc.
追求,zhuī qiú,to pursue,truy cầu,theo đuổi/tìm kiếm,追求理想。Theo đuổi lý tưởng.
资格,zī gé,qualifications,tư cách,tư cách/tư cách,教师资格。Tư cách giáo viên.
资金,zī jīn,funds,tư kim,vốn/tài chính,筹集资金。Huy động vốn.
资料,zī liào,material,tư liệu,tài liệu,学习资料。Tài liệu học tập.
资源,zī yuán,natural resource,tư nguyên,tài nguyên,自然资源。Tài nguyên thiên nhiên.
姿势,zī shì,posture,tư thế,tư thế/dáng,站姿势。Tư thế đứng.
咨询,zī xún,to consult,tư tấn,tư vấn,咨询专家。Tư vấn chuyên gia.
紫,zǐ,purple,tử,màu tím,紫色。Màu tím.
字幕,zì mù,caption,tự mạc,phụ đề,电影字幕。Phụ đề phim.
自从,zì cóng,since,tự tùng,từ khi/kể từ,自从那天。Từ khi ngày đó.
自动,zì dòng,automatic,tự động,tự động,自动门。Cửa tự động.
自豪,zì háo,pride,tự hào,tự hào,感到自豪。Cảm thấy tự hào.
自觉,zì jué,conscious,tự giác,tự giác/ý thức,自觉遵守。Tự giác tuân thủ.
自私,zì sī,selfish,tự tư,ích kỷ,不要自私。Đừng ích kỷ.
自信,zì xìn,confidence,tự tín,tự tin,充满自信。Đầy tự tin.
自由,zì yóu,freedom,tự do,tự do,言论自由。Tự do ngôn luận.
自愿,zì yuàn,voluntary,tự nguyện,tự nguyện/tình nguyện,自愿参加。Tự nguyện tham gia.
综合,zōng hé,comprehensive,tổng hợp,tổng hợp,综合考虑。Xem xét tổng hợp.
宗教,zōng jiào,religion,tông giáo,tôn giáo,宗教信仰。Tín ngưỡng tôn giáo.
总裁,zǒng cái,chairman,tổng tài,tổng giám đốc,公司总裁。Tổng giám đốc công ty.
总共,zǒng gòng,altogether,tổng cộng,tổng cộng/cộng lại,总共十个。Tổng cộng mười.
总理,zǒng lǐ,premier,tổng lý,thủ tướng,国家总理。Thủ tướng quốc gia.
总算,zǒng suàn,at long last,tổng toán,cuối cùng/rốt cuộc,总算完成。Cuối cùng hoàn thành.
总统,zǒng tǒng,president,tổng thống,tổng thống,美国总统。Tổng thống Mỹ.
总之,zǒng zhī,in a word,tổng chi,tóm lại,总之很好。Tóm lại rất tốt.
组合,zǔ hé,to assemble,tổ hợp,tổ hợp/kết hợp,组合家具。Đồ nội thất lắp ráp.
阻止,zǔ zhǐ,to prevent,trở chỉ,ngăn chặn/ngăn cản,阻止犯罪。Ngăn chặn tội phạm.
祖国,zǔ guó,ancestral land,tổ quốc,tổ quốc,热爱祖国。Yêu tổ quốc.
祖先,zǔ xiān,ancestor,tổ tiên,tổ tiên/tổ tông,纪念祖先。Kỷ niệm tổ tiên.
醉,zuì,intoxicated,túy,say/say rượu,喝醉了。Say rượu rồi.
最初,zuì chū,first,tối sơ,ban đầu/lúc đầu,最初计划。Kế hoạch ban đầu.
罪犯,zuì fàn,criminal,tội phạm,tội phạm,抓住罪犯。Bắt tội phạm.
尊敬,zūn jìng,respect,tôn kính,tôn kính/kính trọng,尊敬老师。Tôn kính thầy cô.
遵守,zūn shǒu,to comply with,tuân thủ,tuân thủ/tuân theo,遵守规定。Tuân thủ quy định.
作品,zuò pǐn,work of art,tác phẩm,tác phẩm,文学作品。Tác phẩm văn học.
作为,zuò wéi,one's conduct,tác vi,hành vi/với tư cách,作为代表。Với tư cách đại diện.
作文,zuò wén,to write essay,tác văn,làm văn/viết văn,写作文。Viết bài văn.
